OBJECTID,BIKEFACID,BIKETYPE,BIKE_NAME,STREETNAME,IMPLEMENT,PILOT_PERM,ONE_SIDE,DIRECTION,INSTYR,PROT_TYPE,TRIPLE_A,ADDDATE,MODDATE,SDATE,SOURCE,SACC,Shape__Length
717,BIKEFAC3734,Suggested Bike Route on Main Road,,Wyse Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,169.5011002
718,BIKEFAC3650,Suggested Bike Route on Local Road,,Africville Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2887.004118
719,BIKEFAC3651,Suggested Bike Route on Local Road,,Africville Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,734.6558012
720,BIKEFAC3652,Suggested Bike Route on Local Road,,Africville Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,224.8557295
721,BIKEFAC3653,Suggested Bike Route on Main Road,,Lady Hammond Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,318.207091
722,BIKEFAC3654,Suggested Bike Route on Main Road,,Windsor St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,584.1470589
723,BIKEFAC3655,Suggested Bike Route on Main Road,,Windsor St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,108.8785559
724,BIKEFAC3656,Suggested Bike Route on Main Road,,Agricola St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,543.0795003
725,BIKEFAC3657,Suggested Bike Route on Main Road,,Almon St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,851.8093458
726,BIKEFAC3658,Suggested Bike Route on Main Road,,Almon St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,863.8258114
727,BIKEFAC3659,Suggested Bike Route on Main Road,,Almon St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,313.3034996
728,BIKEFAC3660,Suggested Bike Route on Main Road,,Kearney Lake Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,962.4417318
729,BIKEFAC3661,Suggested Bike Route on Main Road,,Almon St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,199.3975344
730,BIKEFAC3662,Suggested Bike Route on Main Road,,Almon St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,196.487299
731,BIKEFAC3663,Suggested Bike Route on Main Road,,Agricola St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,611.0588692
732,BIKEFAC3664,Suggested Bike Route on Main Road,,Kearney Lake Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,552.0936119
733,BIKEFAC3665,Suggested Bike Route on Main Road,,Kearney Lake Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,814.8130754
734,BIKEFAC3666,Suggested Bike Route on Main Road,,Bedford Hwy,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,338.1505732
735,BIKEFAC3667,Suggested Bike Route on Main Road,,Dunbrack St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,495.9085973
736,BIKEFAC3668,Suggested Bike Route on Main Road,,Dunbrack St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,299.7578164
737,BIKEFAC3669,Suggested Bike Route on Main Road,,Dunbrack St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,489.7708739
738,BIKEFAC3670,Suggested Bike Route on Main Road,,Parkland Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2348.765101
739,BIKEFAC3671,Suggested Bike Route on Main Road,,Parkland Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,83.4043164
740,BIKEFAC3672,Suggested Bike Route on Main Road,,Regency Park Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,858.0957013
741,BIKEFAC3673,Suggested Bike Route on Main Road,,Regency Park Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,64.28389774
742,BIKEFAC3674,Suggested Bike Route on Main Road,,Parkland Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2009.301142
743,BIKEFAC3675,Suggested Bike Route on Main Road,,Parkland Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,82.96668177
744,BIKEFAC3676,Suggested Bike Route on Local Road,,Greenpark Cl,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,475.6032921
745,BIKEFAC3677,Suggested Bike Route on Main Road,,Washmill Lake Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1246.368182
746,BIKEFAC3678,Suggested Bike Route on Main Road,,Susie Lake Cr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,311.7756652
747,BIKEFAC3679,Suggested Bike Route on Main Road,,Chain Lake Dr,,,,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,223.3361967
748,BIKEFAC3680,Suggested Bike Route on Main Road,,Chain Lake Dr,,,,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,233.4577605
749,BIKEFAC3681,Suggested Bike Route on Main Road,,Susie Lake Cr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,299.9658075
750,BIKEFAC3682,Suggested Bike Route on Main Road,,Chain Lake Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,413.780516
751,BIKEFAC3683,Suggested Bike Route on Main Road,,Chain Lake Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,95.26717563
752,BIKEFAC3684,Suggested Bike Route on Main Road,,Chain Lake Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,892.8139898
753,BIKEFAC3685,Suggested Bike Route on Main Road,,Chain Lake Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,882.3189536
754,BIKEFAC3686,Suggested Bike Route on Main Road,,Willett St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,777.6730462
755,BIKEFAC3687,Suggested Bike Route on Main Road,,Horseshoe Lake Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,718.5990461
756,BIKEFAC3688,Suggested Bike Route on Main Road,,Horseshoe Lake Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,172.8338668
757,BIKEFAC3689,Suggested Bike Route on Main Road,,Horseshoe Lake Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,172.4317982
758,BIKEFAC3690,Suggested Bike Route on Main Road,,Willett St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,400.3547631
759,BIKEFAC3691,Suggested Bike Route on Main Road,,Willett St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,198.0434882
760,BIKEFAC3692,Suggested Bike Route on Main Road,,Titus St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,619.9142674
761,BIKEFAC3693,Suggested Bike Route on Main Road,,Dutch Village Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,56.76332022
762,BIKEFAC3694,Suggested Bike Route on Main Road,,Cogswell St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,56.74799465
763,BIKEFAC3695,Suggested Bike Route on Main Road,,Brunswick St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,477.8264512
764,BIKEFAC3696,Suggested Bike Route on Main Road,,Upper Water St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,366.1274141
765,BIKEFAC3697,Suggested Bike Route on Main Road,,Cogswell St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,215.7279292
766,BIKEFAC3821,Suggested Bike Route on Main Road,,Cogswell St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,52.13836578
767,BIKEFAC3822,Suggested Bike Route on Main Road,,Ross Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,3797.897791
768,BIKEFAC3823,Suggested Bike Route on Main Road,,Main St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1695.374362
769,BIKEFAC3824,Suggested Bike Route on Main Road,,Forest Hills Pkwy,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,3812.591834
770,BIKEFAC3825,Suggested Bike Route on Main Road,,Cole Harbour Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,942.1872832
771,BIKEFAC3826,Suggested Bike Route on Main Road,,Cole Harbour Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,356.0267587
772,BIKEFAC3827,Suggested Bike Route on Main Road,,Cole Harbour Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,68.19951044
773,BIKEFAC3828,Suggested Bike Route on Main Road,,Cumberland Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,903.5433882
774,BIKEFAC3829,Suggested Bike Route on Main Road,,Caldwell Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1073.848419
775,BIKEFAC3830,Suggested Bike Route on Main Road,,Mount Edward Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1678.310928
776,BIKEFAC3831,Suggested Bike Route on Local Road,,Lakecrest Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,194.3425614
777,BIKEFAC3832,Suggested Bike Route on Main Road,,Woodlawn Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,946.8627103
778,BIKEFAC3833,Suggested Bike Route on Main Road,,Mount Edward Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1707.222433
779,BIKEFAC3834,Suggested Bike Route on Local Road,,Carters Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,308.329833
780,BIKEFAC3835,Suggested Bike Route on Main Road,,Main St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,377.4011684
781,BIKEFAC3836,Suggested Bike Route on Main Road,,Main St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,146.542495
782,BIKEFAC3837,Suggested Bike Route on Main Road,,Tacoma Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,541.6809256
783,BIKEFAC3838,Suggested Bike Route on Main Road,,Tacoma Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,542.3370425
784,BIKEFAC3839,Suggested Bike Route on Main Road,,Gordon Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,44.97367343
785,BIKEFAC3840,Suggested Bike Route on Main Road,,Gordon Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,171.4159315
786,BIKEFAC3841,Suggested Bike Route on Main Road,,Tacoma Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,113.5062747
787,BIKEFAC3735,Suggested Bike Route on Main Road,,Wyse Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,169.4260684
788,BIKEFAC3736,Protected Bike Lane,Macdonald Bridge Bikeway,,Full Implementation,Permanent,North Side,Bidirectional,,Other,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,273.8841738
789,BIKEFAC3737,Suggested Bike Route on Main Road,,Wyse Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,579.1870211
790,BIKEFAC3738,Suggested Bike Route on Main Road,,Wyse Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,464.0828009
791,BIKEFAC3739,Suggested Bike Route on Main Road,,Nantucket Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,674.8286026
792,BIKEFAC3740,Suggested Bike Route on Main Road,,Windmill Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,732.7130851
793,BIKEFAC3741,Suggested Bike Route on Main Road,,Windmill Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,677.4567063
794,BIKEFAC3742,Suggested Bike Route on Main Road,,Windmill Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,202.9742775
795,BIKEFAC3743,Suggested Bike Route on Main Road,,Nantucket Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,78.39488496
796,BIKEFAC3744,Suggested Bike Route on Main Road,,Micmac Blvd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1464.379835
797,BIKEFAC3745,Suggested Bike Route on Main Road,,Lancaster Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,321.0366123
798,BIKEFAC3746,Suggested Bike Route on Main Road,,Micmac Blvd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,523.1811188
799,BIKEFAC3747,Suggested Bike Route on Main Road,,Lancaster Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,386.5402323
800,BIKEFAC3748,Suggested Bike Route on Main Road,,Caledonia Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2654.448532
801,BIKEFAC3749,Suggested Bike Route on Main Road,,North St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,105.3942359
802,BIKEFAC3750,Suggested Bike Route on Main Road,,North St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,176.9729901
803,BIKEFAC3751,Suggested Bike Route on Main Road,,Gottingen St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,169.7661049
804,BIKEFAC3752,Suggested Bike Route on Main Road,,North St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,282.3681771
805,BIKEFAC3753,Suggested Bike Route on Main Road,,North St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,88.41964566
806,BIKEFAC3754,Suggested Bike Route on Main Road,,North St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,172.0604522
807,BIKEFAC3755,Suggested Bike Route on Main Road,,Isnor Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1245.650614
808,BIKEFAC3756,Suggested Bike Route on Main Road,,Gottingen St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,64.80190413
809,BIKEFAC3757,Suggested Bike Route on Main Road,,Gottingen St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,53.26233517
810,BIKEFAC3758,Suggested Bike Route on Main Road,,North St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,43.37588965
811,BIKEFAC3759,Suggested Bike Route on Main Road,,Joseph Zatzman Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2171.168198
812,BIKEFAC3760,Suggested Bike Route on Main Road,,Wright Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,557.0066475
813,BIKEFAC3761,Suggested Bike Route on Main Road,,Wright Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1482.306444
814,BIKEFAC3762,Suggested Bike Route on Main Road,,Wright Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,422.0669064
815,BIKEFAC3763,Suggested Bike Route on Main Road,,John Savage Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1484.34273
816,BIKEFAC3764,Suggested Bike Route on Main Road,,South Park St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,905.1179934
817,BIKEFAC3765,Suggested Bike Route on Main Road,,Robie St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,932.1338845
818,BIKEFAC3766,Suggested Bike Route on Main Road,,Robie St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,928.5152408
819,BIKEFAC3767,Suggested Bike Route on Main Road,,Coburg Rd,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,781.6093257
820,BIKEFAC3768,Suggested Bike Route on Main Road,,South St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,835.464632
821,BIKEFAC3769,Suggested Bike Route on Main Road,,Coburg Rd,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,327.1837917
822,BIKEFAC3770,Suggested Bike Route on Main Road,,Oxford St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,575.7861375
823,BIKEFAC3771,Suggested Bike Route on Local Road,,,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,16.24245711
824,BIKEFAC3772,Suggested Bike Route on Main Road,,Coburg Rd,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,382.8268716
825,BIKEFAC3773,Suggested Bike Route on Main Road,,Chebucto Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1195.984912
826,BIKEFAC3774,Suggested Bike Route on Main Road,,Chebucto Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,126.5584615
827,BIKEFAC3775,Suggested Bike Route on Main Road,,Chebucto Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,742.0100768
828,BIKEFAC3776,Suggested Bike Route on Main Road,,Chebucto Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,28.8453771
829,BIKEFAC3777,Suggested Bike Route on Main Road,,Chebucto Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,272.296736
830,BIKEFAC3778,Suggested Bike Route on Main Road,,Chebucto Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,148.0285563
831,BIKEFAC3779,Suggested Bike Route on Main Road,,Chebucto Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,685.2263291
832,BIKEFAC3780,Suggested Bike Route on Main Road,,North St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,91.21922292
833,BIKEFAC3781,Suggested Bike Route on Main Road,,North St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,44.7729163
834,BIKEFAC3782,Suggested Bike Route on Main Road,,North St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,754.6141173
835,BIKEFAC3783,Suggested Bike Route on Main Road,,Quinpool Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,347.5880026
836,BIKEFAC3784,Suggested Bike Route on Main Road,,Quinpool Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,144.3370621
837,BIKEFAC3785,Protected Bike Lane,University Ave Protected Bike Lanes,University Ave,Partial Implementation,Pilot,Not Applicable,Bidirectional,,Flexible bollards,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,437.7943661
838,BIKEFAC3786,Protected Bike Lane,University Ave Protected Bike Lanes,University Ave,Partial Implementation,Pilot,Not Applicable,Bidirectional,,Flexible bollards,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,448.2490041
839,BIKEFAC3787,Protected Bike Lane,University Ave Protected Bike Lanes,University Ave,Partial Implementation,Pilot,Not Applicable,Bidirectional,,Flexible bollards,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,430.3398662
840,BIKEFAC3788,Protected Bike Lane,University Ave Protected Bike Lanes,University Ave,Partial Implementation,Pilot,Not Applicable,Bidirectional,,Flexible bollards,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,429.1976159
841,BIKEFAC3789,Protected Bike Lane,University Ave Protected Bike Lanes,University Ave,Partial Implementation,Pilot,Not Applicable,Bidirectional,,Flexible bollards,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,395.3340747
842,BIKEFAC3790,Suggested Bike Route on Main Road,,Summer St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,386.2791373
843,BIKEFAC3791,Suggested Bike Route on Main Road,,University Ave,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,57.74087964
844,BIKEFAC3792,Suggested Bike Route on Main Road,,University Ave,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,59.27926209
845,BIKEFAC3793,Suggested Bike Route on Main Road,,Summer St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,386.1395243
846,BIKEFAC3794,Suggested Bike Route on Main Road,,Spring Garden Rd,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,419.2919744
847,BIKEFAC3795,Suggested Bike Route on Main Road,,Summer St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,859.2924647
848,BIKEFAC3796,Suggested Bike Route on Main Road,,Summer St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,368.9009955
849,BIKEFAC3797,Suggested Bike Route on Main Road,,Spring Garden Rd,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,424.4351407
850,BIKEFAC3798,Suggested Bike Route on Main Road,,Morris St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1010.578479
851,BIKEFAC3799,Suggested Bike Route on Main Road,,Morris St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,149.024312
852,BIKEFAC3800,Suggested Bike Route on Main Road,,Spring Garden Rd,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,580.3959043
